OrderYear,OrderMonth,City,CustomerID,CustomerName,Discount,记录数,OrderDate,OrderID,PostalCode,ProductCategory,ProductName,ProductSubCategory,Profit,Region,Sales,ShipDate,ShipMode,ShippingCost,State,UnitPrice
2012,10,Dallas,1106,Maxine Collier Grady,0.02,1,2012/10/7,835,75220,Office Supplies,Xerox 23,Paper,-28.176,Central,243.37,2012/10/8,Regular Air,5.14,Texas,6.48
2010,4,Dallas,667,Allison Kirby,0.02,1,2010/4/22,48257,75203,Office Supplies,Newell? 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Binders and Binder Accessories,-124.2805,Central,221.06,2010/4/26,Regular Air,5.42,Texas,4.57
2011,9,Dallas,1106,Maxine Collier Grady,0.04,1,2011/9/29,34244,75220,Technology,"Memorex 4.7GB DVD-RAM, 3/Pack",Computer Peripherals,-62.77,Central,219.98,2011/10/1,Regular Air,1.99,Texas,31.78
2012,6,Dallas,1106,Maxine Collier Grady,0.03,1,2012/6/11,24519,75220,Office Supplies,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Binders and Binder Accessories,-60.72,Central,208.73,2012/6/12,Regular Air,5.63,Texas,5.34
2012,5,Dallas,204,Bob Epstein,0.05,1,2012/5/24,89238,75217,Office Supplies,Martin-Yale Premier Letter Opener,"Scissors, Rulers and Trimmers",-123.07,Central,205.36,2012/5/25,Regular Air,4.59,Texas,12.88
2011,10,Dallas,1106,Maxine Collier Grady,0.06,1,2011/10/18,31301,75220,Office Supplies,Avery 510,Labels,35.016,Central,198.31,2011/10/20,Regular Air,0.5,Texas,3.75
2011,8,Dallas,563,Marjorie Pope,0.09,1,2011/8/24,11460,75081,Office Supplies,Avery 487,Labels,37.79,Central,184.03,2011/8/26,Regular Air,0.5,Texas,3.69
2012,8,Dallas,1106,Maxine Collier Grady,0.06,1,2012/8/28,54914,75220,Office Supplies,Eldon Simplefile? Box Office?,Storage & Organization,-27.83,Central,181.16,2012/8/30,Regular Air,6.27,Texas,12.44
2012,6,Dallas,563,Marjorie Pope,0.03,1,2012/6/17,613,75081,Office Supplies,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,-54.0385,Central,155.9,2012/6/17,Regular Air,7.72,Texas,7.3
2012,4,Dallas,204,Bob Epstein,0.09,1,2012/4/10,89237,75217,Office Supplies,Fellowes Bases and Tops For Staxonsteel?/High-Stak? Systems,Storage & Organization,-18.45,Central,99.17,2012/4/12,Express Air,8.74,Texas,33.29
2013,5,Dallas,667,Allison Kirby,0.03,1,2013/5/3,30375,75203,Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,Binders and Binder Accessories,-92.9545,Central,92.89,2013/5/7,Regular Air,6.27,Texas,3.36
2011,5,Dallas,204,Bob Epstein,0.06,1,2011/5/16,89236,75217,Office Supplies,Xerox 1992,Paper,-66.16,Central,82.97,2011/5/17,Regular Air,5.2,Texas,5.98
2011,5,Dallas,204,Bob Epstein,0.02,1,2011/5/16,89236,75217,Furniture,DAX Solid Wood Frames,Office Furnishings,20.29,Central,32.45,2011/5/16,Regular Air,6.02,Texas,9.77
2012,11,Danville,3397,Andrea Shaw,0.05,1,2012/11/25,87544,61832,Office Supplies,Fellowes PB300 Plastic Comb Binding Machine,Binders and Binder Accessories,11429.4774,Central,16564.46,2012/11/26,Regular Air,19.99,Illinois,387.99
2010,6,Danville,3397,Andrea Shaw,0,1,2010/6/7,87535,61832,Office Supplies,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Binders and Binder Accessories,6384.4389,Central,9252.81,2010/6/9,Regular Air,19.99,Illinois,1270.99
2011,11,Danville,1259,Keith Hobbs,0.07,1,2011/11/18,86540,40422,Furniture,SAFCO Arco Folding Chair,Chairs & Chairmats,6.576,South,7767.97,2011/11/19,Regular Air,24.49,Kentucky,276.2
2011,5,Danville,2000,Dale Yu,0.08,1,2011/5/3,90569,24541,Technology,Okidata ML184 Turbo Dot Matrix Printers,Office Machines,-98.434,South,1592.97,2011/5/5,Delivery Truck,26.53,Virginia,306.14
2013,1,Danville,1264,Billy Bullock,0.03,1,2013/1/3,89735,40422,Technology,Lexmark Z54se Color Inkjet Printer,Office Machines,1141.86,South,633.81,2013/1/7,Delivery Truck,14,Kentucky,90.97
2013,4,Danville,1264,Billy Bullock,0.02,1,2013/4/13,89736,40422,Office Supplies,Belkin 5 Outlet SurgeMaster? Power Centers,Appliances,39.528,South,326.75,2013/4/15,Regular Air,0.99,Kentucky,54.48
2011,5,Danville,2000,Dale Yu,0.08,1,2011/5/3,90569,24541,Furniture,Nu-Dell Executive Frame,Office Furnishings,184.584,South,225.76,2011/5/4,Regular Air,4.98,Virginia,12.64
2010,9,Danville,3397,Andrea Shaw,0.01,1,2010/9/11,87536,61832,Office Supplies,Crate-A-Files?,Storage & Organization,-116.76,Central,207.31,2010/9/12,Regular Air,7.46,Illinois,10.9
2010,9,Danville,3397,Andrea Shaw,0.1,1,2010/9/11,87536,61832,Technology,Bell Sonecor JB700 Caller ID,Telephones and Communication,-160.952,Central,143.12,2010/9/12,Regular Air,5.03,Illinois,7.99
2012,9,Danville,3397,Andrea Shaw,0.08,1,2012/9/10,87543,61832,Office Supplies,Xerox 1906,Paper,12.32,Central,104.5,2012/9/14,Regular Air,7.5,Illinois,35.44
2010,4,Danville,1259,Keith Hobbs,0.03,1,2010/4/20,86534,40422,Office Supplies,Colored Envelopes,Envelopes,-2196.684,South,38.65,2010/4/20,Express Air,2.5,Kentucky,3.69
2011,2,Danville,2569,Harvey Hoyle,0.03,1,2011/2/22,90328,94526,Office Supplies,Barrel Sharpener,Pens & Art Supplies,-115.48,West,36.34,2011/2/24,Regular Air,4.17,California,3.57
2011,7,Danville,1259,Keith Hobbs,0.08,1,2011/7/30,86538,40422,Office Supplies,SANFORD Liquid Accent? Tank-Style Highlighters,Pens & Art Supplies,-70.938,South,32.58,2011/8/1,Regular Air,0.93,Kentucky,2.84
2011,7,Danville,1259,Keith Hobbs,0.06,1,2011/7/30,86538,40422,Office Supplies,Staples? General Use 3-Ring Binders,Binders and Binder Accessories,-61.544,South,26.42,2011/7/30,Regular Air,1.49,Kentucky,1.88
2011,2,Danville,2569,Harvey Hoyle,0.05,1,2011/2/22,90328,94526,Office Supplies,Xerox 190,Paper,3.25,West,19.96,2011/2/23,Express Air,4.86,California,4.98
2012,3,Danville,2569,Harvey Hoyle,0.02,1,2012/3/31,90330,94526,Office Supplies,Xerox 198,Paper,-42.61,West,19.78,2012/4/1,Express Air,8.33,California,4.98
2011,2,Danville,2569,Harvey Hoyle,0.06,1,2011/2/22,90328,94526,Office Supplies,Newell 342,Pens & Art Supplies,-57.84,West,16.82,2011/2/24,Regular Air,3.97,California,3.28
2013,7,Danville,3397,Andrea Shaw,0.05,1,2013/7/9,87547,61832,Office Supplies,Heavy-Duty E-Z-D? Binders,Binders and Binder Accessories,-11.673144,Central,12.48,2013/7/11,Regular Air,2.99,Illinois,10.91
2013,4,Danville,1264,Billy Bullock,0.09,1,2013/4/13,89736,40422,Office Supplies,Staples? General Use 3-Ring Binders,Binders and Binder Accessories,0.852,South,11.29,2013/4/14,Regular Air,1.49,Kentucky,1.88
2013,6,Danville,1877,Phillip Cochran Ashley,0.05,1,2013/6/18,90902,24541,Technology,"Sony IBM Color Diskettes, 25/Pack",Computer Peripherals,-361.30752,South,7.11,2013/6/19,Regular Air,2.96,Virginia,0.99
2012,11,Detroit,2756,Ruth McConnell Young,0.06,1,2012/11/18,32647,48205,Furniture,Bretford CR4500 Series Slim Rectangular Table,Tables,348.84,Central,32510.21,2012/11/20,Delivery Truck,84.84,Michigan,348.21
2010,10,Detroit,198,Leroy Blanchard,0,1,2010/10/2,51072,48138,Office Supplies,Fellowes Super Stor/Drawer? Files,Storage & Organization,1014.92,Central,12599.55,2010/10/4,Regular Air,19.99,Michigan,161.55
2013,9,Detroit,2756,Ruth McConnell Young,0.06,1,2013/9/23,45571,48205,Technology,LX 788,Telephones and Communication,1417.23,Central,12585.74,2013/9/25,Regular Air,8.99,Michigan,155.99
2013,8,Detroit,2190,Marvin Patrick,0.03,1,2013/8/14,41636,48227,Furniture,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Office Furnishings,1521.31,Central,10588.96,2013/8/15,Regular Air,5.81,Michigan,107.53
2010,3,Detroit,373,Jeanne Werner,0.02,1,2010/3/14,24193,48234,Furniture,O'Sullivan Living Dimensions 3-Shelf Bookcases,Bookcases,-163.63,Central,9539.6,2010/3/16,Delivery Truck,55.96,Michigan,200.98
2012,11,Detroit,373,Jeanne Werner,0.08,1,2012/11/20,26214,48234,Furniture,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Office Furnishings,870.8,Central,6445.84,2012/11/21,Regular Air,6.77,Michigan,46.94
2010,8,Detroit,2190,Marvin Patrick,0.03,1,2010/8/14,41636,48227,Technology,282,Telephones and Communication,722.241,Central,5014.07,2010/8/16,Regular Air,4.23,Michigan,115.99
2012,7,Detroit,2190,Marvin Patrick,0.01,1,2012/7/5,15714,48227,Office Supplies,"Eureka Hand Vacuum, Bagless",Appliances,3.6,Central,3414.57,2012/7/7,Express Air,19.99,Michigan,49.43
2012,9,Detroit,2756,Ruth McConnell Young,0,1,2012/9/24,45794,48205,Technology,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Computer Peripherals,145.54,Central,2373.54,2012/9/26,Regular Air,10.25,Michigan,39.99
2012,11,Detroit,2756,Ruth McConnell Young,0.07,1,2012/11/18,32647,48205,Technology,Microsoft Internet Keyboard,Computer Peripherals,-56.83,Central,2288.15,2012/11/20,Regular Air,4,Michigan,20.97
2013,9,Detroit,1975,Jennifer Grant,0.05,1,2013/9/23,89046,48227,Office Supplies,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage & Organization,-391.1288,Central,2140.04,2013/9/24,Express Air,35,Michigan,279.48
2013,9,Detroit,198,Leroy Blanchard,0.02,1,2013/9/5,30660,48138,Furniture,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,-647.136,Central,2095.83,2013/9/8,Regular Air,69,Michigan,71.37
2012,4,Detroit,2756,Ruth McConnell Young,0.02,1,2012/4/1,58342,48205,Technology,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,754.1,Central,1933.73,2012/4/1,Regular Air,1.99,Michigan,40.98
2013,2,Detroit,2190,Marvin Patrick,0.05,1,2013/2/8,23140,48227,Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Office Furnishings,1125.29,Central,1713.8,2013/2/10,Regular Air,8.99,Michigan,99.23
2013,3,Detroit,373,Jeanne Werner,0.09,1,2013/3/11,24993,48234,Technology,Accessory28,Telephones and Communication,-226.82,Central,1561.22,2013/3/13,Regular Air,2.5,Michigan,55.99
2013,9,Detroit,2756,Ruth McConnell Young,0.1,1,2013/9/23,45571,48205,Technology,Canon P1-DHIII Palm Printing Calculator,Office Machines,-36.7923,Central,1506.54,2013/9/25,Regular Air,8.51,Michigan,17.98
2010,3,Detroit,373,Jeanne Werner,0.04,1,2010/3/14,24193,48234,Technology,Accessory4,Telephones and Communication,-175.175,Central,1426.51,2010/3/16,Regular Air,0.99,Michigan,85.99
2013,8,Detroit,2190,Marvin Patrick,0,1,2013/8/1,13988,48227,Office Supplies,Super Decoflex Portable Personal File,Storage & Organization,-35.92,Central,1253.92,2013/8/2,Regular Air,7.69,Michigan,14.98
2013,9,Detroit,2756,Ruth McConnell Young,0.05,1,2013/9/23,45571,48205,Office Supplies,Portable Personal File Box,Storage & Organization,-7.24,Central,1106.23,2013/9/24,Regular Air,4.81,Michigan,12.21
2012,11,Detroit,373,Jeanne Werner,0.1,1,2012/11/20,26214,48234,Office Supplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Envelopes,128.17,Central,1045.75,2012/11/21,Express Air,1.39,Michigan,15.74
2010,8,Detroit,2190,Marvin Patrick,0.05,1,2010/8/14,41636,48227,Office Supplies,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Pens & Art Supplies,-47.28,Central,761.67,2010/8/16,Regular Air,7.78,Michigan,16.98
2011,11,Detroit,2756,Ruth McConnell Young,0,1,2011/11/13,43782,48205,Office Supplies,Wilson Jones DublLock? D-Ring Binders,Binders and Binder Accessories,30.8805,Central,662.23,2011/11/15,Regular Air,2.99,Michigan,6.75
2011,1,Detroit,198,Leroy Blanchard,0.04,1,2011/1/5,5504,48138,Technology,KF 788,Telephones and Communication,8.0928,Central,606.56,2011/1/7,Regular Air,4.99,Michigan,45.99
2012,10,Detroit,373,Jeanne Werner,0.01,1,2012/10/9,16422,48234,Office Supplies,Xerox 23,Paper,-50.94,Central,537.22,2012/10/10,Regular Air,5.14,Michigan,6.48
2012,11,Detroit,2190,Marvin Patrick,0.05,1,2012/11/7,24931,48227,Office Supplies,GBC Poly Designer Binding Covers,Binders and Binder Accessories,13.77,Central,515.43,2012/11/11,Regular Air,5.08,Michigan,16.74
2013,8,Detroit,2190,Marvin Patrick,0.04,1,2013/8/1,13988,48227,Office Supplies,Staples 6 Outlet Surge,Appliances,-2.24,Central,472.62,2013/8/2,Express Air,4.98,Michigan,11.97
2013,6,Detroit,2190,Marvin Patrick,0.03,1,2013/6/14,14241,48227,Office Supplies,Newell 309,Pens & Art Supplies,48.86,Central,395.45,2013/6/15,Regular Air,2.36,Michigan,11.55
2013,5,Detroit,198,Leroy Blanchard,0.04,1,2013/5/23,43523,48138,Office Supplies,Xerox 1983,Paper,-97.23,Central,383.98,2013/5/25,Regular Air,5.46,Michigan,5.98
2013,8,Detroit,2190,Marvin Patrick,0.01,1,2013/8/1,13988,48227,Furniture,"Eldon? 300 Class? Desk Accessories, Black",Office Furnishings,-59.71,Central,360.54,2013/8/2,Regular Air,5.32,Michigan,4.95
2013,12,Detroit,198,Leroy Blanchard,0.09,1,2013/12/29,13507,48138,Office Supplies,Strathmore Photo Mount Cards,Paper,-75.71,Central,352.2,2013/12/30,Regular Air,6.18,Michigan,6.78
2012,10,Detroit,373,Jeanne Werner,0.02,1,2012/10/9,16422,48234,Office Supplies,Acme? Box Cutter Scissors,"Scissors, Rulers and Trimmers",-24.492,Central,343,2012/10/11,Regular Air,4.68,Michigan,10.23
2011,7,Detroit,198,Leroy Blanchard,0.08,1,2011/7/22,26373,48138,Office Supplies,Belkin 8 Outlet Surge Protector,Appliances,2.3,Central,325.81,2011/7/25,Regular Air,5.33,Michigan,40.98
2013,8,Detroit,2756,Ruth McConnell Young,0,1,2013/8/1,47399,48205,Office Supplies,"Wilson Jones 1"" Hanging DublLock? Ring Binders",Binders and Binder Accessories,5.6695,Central,291.52,2013/8/1,Regular Air,2.99,Michigan,5.28
2013,4,Detroit,198,Leroy Blanchard,0.05,1,2013/4/5,28868,48138,Office Supplies,Xerox 227,Paper,-142.3,Central,204.49,2013/4/6,Regular Air,8.73,Michigan,6.48
2013,7,Detroit,1975,Jennifer Grant,0.02,1,2013/7/9,89044,48227,Office Supplies,Staples 6 Outlet Surge,Appliances,-19.81776,Central,155.77,2013/7/11,Regular Air,4.98,Michigan,11.97
2013,7,Detroit,1975,Jennifer Grant,0.08,1,2013/7/9,89044,48227,Furniture,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Office Furnishings,-91.3368,Central,134.06,2013/7/12,Express Air,7.29,Michigan,9.48
2013,2,Detroit,2190,Marvin Patrick,0.02,1,2013/2/8,23140,48227,Office Supplies,SANFORD Major Accent? Highlighters,Pens & Art Supplies,11.69,Central,116.69,2013/2/8,Regular Air,2.35,Michigan,7.08
2010,3,Detroit,373,Jeanne Werner,0.02,1,2010/3/14,24193,48234,Office Supplies,Xerox 1971,Paper,-63.87,Central,109.86,2010/3/15,Regular Air,5.17,Michigan,4.28
2013,9,Detroit,1975,Jennifer Grant,0.03,1,2013/9/23,89046,48227,Technology,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,-43.8748,Central,65.06,2013/9/24,Regular Air,2.83,Michigan,8.12
2013,1,Detroit,198,Leroy Blanchard,0.06,1,2013/1/5,5504,48138,Office Supplies,HP Office Recycled Paper (20Lb. and 87 Bright),Paper,-32.528,Central,57.81,2013/1/7,Express Air,7.64,Michigan,5.78
2013,7,Detroit,1975,Jennifer Grant,0.03,1,2013/7/28,89045,48227,Office Supplies,Staples Bulldog Clip,Rubber Bands,35.6868,Central,51.72,2013/7/30,Regular Air,0.71,Michigan,3.78
2013,7,Detroit,1975,Jennifer Grant,0.03,1,2013/7/9,89044,48227,Office Supplies,Xerox 1903,Paper,-11.74656,Central,7.71,2013/7/11,Regular Air,5.79,Michigan,5.98
2012,11,Fayetteville,3074,Theresa Stephens,0.03,1,2012/11/19,89422,72701,Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,7.938,South,25029.79,2012/11/24,Delivery Truck,44.55,Arkansas,880.98
2011,2,Fayetteville,3074,Theresa Stephens,0.07,1,2011/2/26,89418,72701,Furniture,"Situations Contoured Folding Chairs, 4/Set",Chairs & Chairmats,-2045.078,South,838.78,2011/2/26,Delivery Truck,59.81,Arkansas,70.98
2011,2,Fayetteville,3074,Theresa Stephens,0.06,1,2011/2/26,89418,72701,Technology,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Computer Peripherals,-344.848,South,758.26,2011/3/3,Regular Air,5.5,Arkansas,82.99
2012,5,Fayetteville,1574,Sherry Hurley,0.1,1,2012/5/4,86968,28314,Furniture,Hon iLevel? Computer Training Table,Tables,-12.18,South,425.88,2012/5/5,Delivery Truck,45.51,North Carolina,31.76
2010,8,Fayetteville,1574,Sherry Hurley,0.07,1,2010/8/9,86966,28314,Technology,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,27.234,South,391.4,2010/8/10,Regular Air,5.99,North Carolina,20.95
2012,6,Fayetteville,1695,Debra Cochran,0.06,1,2012/6/11,86341,72701,Technology,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,-755.426,South,264.3,2012/6/11,Express Air,1.99,Arkansas,28.48
2013,2,Fayetteville,1574,Sherry Hurley,0.01,1,2013/2/14,86971,28314,Office Supplies,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,-43.736,South,256.19,2013/2/15,Regular Air,8.68,North Carolina,19.98
2012,5,Fayetteville,1574,Sherry Hurley,0.06,1,2012/5/18,86969,28314,Office Supplies,Fellowes Binding Cases,Binders and Binder Accessories,-9.394,South,202.23,2012/5/20,Regular Air,5.63,North Carolina,11.7
2012,5,Fayetteville,1574,Sherry Hurley,0.05,1,2012/5/4,86968,28314,Office Supplies,Holmes Odor Grabber,Appliances,146.67,South,150.3,2012/5/6,Express Air,6.75,North Carolina,14.42
2012,8,Fayetteville,1695,Debra Cochran,0.02,1,2012/8/1,86342,72701,Office Supplies,Xerox 195,Paper,767.07,South,141.83,2012/8/3,Express Air,5.41,Arkansas,6.68
2012,5,Fayetteville,1574,Sherry Hurley,0.08,1,2012/5/18,86969,28314,Office Supplies,Xerox 1922,Paper,-71.988,South,77.02,2012/5/19,Regular Air,7.44,North Carolina,4.98
2012,5,Fayetteville,1574,Sherry Hurley,0.06,1,2012/5/18,86969,28314,Office Supplies,Xerox 1981,Paper,5240.928,South,59.44,2012/5/20,Regular Air,5.57,North Carolina,5.28
2011,6,Fayetteville,3074,Theresa Stephens,0.05,1,2011/6/25,89420,72701,Office Supplies,Xerox 1980,Paper,-11.592,South,18.43,2011/6/27,Express Air,6.18,Arkansas,4.28
2011,2,Fayetteville,3074,Theresa Stephens,0.02,1,2011/2/26,89418,72701,Office Supplies,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Pens & Art Supplies,1145.418,South,16.93,2011/3/3,Regular Air,1.63,Arkansas,1.95
2011,7,Gainesville,172,Norman Sawyer,0.04,1,2011/7/14,87466,76240,Technology,"Imation 3.5 IBM Diskettes, 10/Box",Computer Peripherals,-380.2,Central,120.87,2011/7/16,Regular Air,8.99,Texas,8.46
2013,1,Gainesville,172,Norman Sawyer,0,1,2013/1/12,87467,76240,Office Supplies,Xerox 1922,Paper,-140.5168,Central,37.83,2013/1/15,Regular Air,7.44,Texas,4.98
2010,11,Gainesville,188,Alex Harrell,0.07,1,2010/11/22,88361,76240,Office Supplies,Riverleaf Stik-Withit? Designer Note Cubes?,Paper,152.6556,Central,221.24,2010/11/22,Regular Air,2.06,Texas,10.06
2010,11,Gainesville,188,Alex Harrell,0.07,1,2010/11/22,88361,76240,Office Supplies,Newell 323,Pens & Art Supplies,7.15,Central,46.65,2010/11/23,Regular Air,1.57,Texas,1.68
2010,10,Gainesville,2859,Brad H Blake,0.03,1,2010/10/1,88281,32601,Office Supplies,Letter Size Cart,Storage & Organization,-8.3881,South,3292.02,2010/10/3,Regular Air,19.99,Florida,142.86
2011,8,Gainesville,2859,Brad H Blake,0.01,1,2011/8/15,88283,32601,Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Bookcases,65.9016,South,9157.79,2011/8/17,Delivery Truck,44.55,Florida,880.98
2012,9,Gainesville,2859,Brad H Blake,0.02,1,2012/9/2,88286,32601,Technology,Canon PC1080F Personal Copier,Copiers and Fax,431.556,South,3175.15,2012/9/4,Regular Air,24.49,Florida,599.99
2013,2,Gainesville,2859,Brad H Blake,0.05,1,2013/2/6,88289,32601,Furniture,Chromcraft Rectangular Conference Tables,Tables,-45.64,South,2879,2013/2/8,Delivery Truck,59.24,Florida,236.97
2013,6,Gainesville,2859,Brad H Blake,0.01,1,2013/6/27,88291,32601,Office Supplies,Newell 310,Pens & Art Supplies,143.5482,South,37.65,2013/6/29,Express Air,0.7,Florida,1.76
2013,9,Gainesville,2859,Brad H Blake,0.01,1,2013/9/12,88292,32601,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Appliances,-0.994,South,377.15,2013/9/19,Regular Air,13.32,Florida,14.81
2013,9,Gainesville,2859,Brad H Blake,0.07,1,2013/9/12,88292,32601,Furniture,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Office Furnishings,-80.5574,South,157.15,2013/9/19,Regular Air,6.67,Florida,20.24
2011,12,Gainesville,2901,Shawn E Craig,0.05,1,2011/12/12,86294,30501,Technology,US Robotics 56K V.92 Internal PCI Faxmodem,Computer Peripherals,-633.3404,South,434.52,2011/12/13,Express Air,19.99,Georgia,49.99
2011,1,Gainesville,3116,Justin Hull,0.02,1,2011/1/8,88253,30501,Office Supplies,Xerox 1959,Paper,-47.726,South,75.36,2011/1/10,Regular Air,7.3,Georgia,6.68
2011,1,Gainesville,3116,Justin Hull,0.1,1,2011/1/30,88254,30501,Technology,Accessory32,Telephones and Communication,-117.544,South,524.27,2011/2/1,Regular Air,1.25,Georgia,55.99
2011,1,Gainesville,3116,Justin Hull,0.08,1,2011/1/30,88254,30501,Technology,StarTAC 7797,Telephones and Communication,-74.61468,South,824.5,2011/2/1,Regular Air,2.5,Georgia,115.99
2012,8,Gainesville,3116,Justin Hull,0,1,2012/8/15,88255,30501,Office Supplies,Xerox 1978,Paper,988.6482,South,80.98,2012/8/16,Regular Air,5.67,Georgia,5.78
2013,8,Gainesville,3217,Victor McAllister,0,1,2013/8/18,89137,30501,Furniture,"Master Caster Door Stop, Brown",Office Furnishings,8.346,South,105.69,2013/8/20,Regular Air,2.03,Georgia,5.08
2012,11,Gresham,35,Milton Bland,0,1,2012/11/27,91256,97030,Technology,Polycom ViewStation? ISDN Videoconferencing Unit,Office Machines,2396.87958,West,21366.51,2012/11/28,Regular Air,24.49,Oregon,6783.02
2013,8,Gresham,33,Ricky Hensley,0.05,1,2013/8/16,89208,97030,Furniture,Novimex High-Tech Fabric Mesh Task Chair,Chairs & Chairmats,-162.15032,West,640.97,2013/8/18,Delivery Truck,30,Oregon,70.98
2013,5,Gresham,35,Milton Bland,0.07,1,2013/5/28,91257,97030,Technology,StarTAC 7760,Telephones and Communication,165.501,West,394.37,2013/6/2,Regular Air,3.99,Oregon,65.99
2010,6,Gresham,33,Ricky Hensley,0.03,1,2010/6/15,89201,97030,Office Supplies,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-84.4376,West,58.68,2010/6/17,Regular Air,5.41,Oregon,4.24
2010,6,Gresham,33,Ricky Hensley,0.04,1,2010/6/15,89201,97030,Office Supplies,Newell 338,Pens & Art Supplies,24.312,West,53.1,2010/6/16,Regular Air,0.7,Oregon,2.94
2013,8,Gresham,33,Ricky Hensley,0.05,1,2013/8/16,89208,97030,Office Supplies,Staples Copy Paper (20Lb. and 84 Bright),Paper,-14.99264,West,46.63,2013/8/18,Regular Air,4.7,Oregon,4.98
2012,1,Gresham,33,Ricky Hensley,0.05,1,2012/1/26,89205,97030,Office Supplies,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Binders and Binder Accessories,-75.12168,West,24.27,2012/1/27,Regular Air,5.24,Oregon,4.82
2013,11,Hays,2861,Dwight Robinson,0.03,1,2013/11/27,88294,67601,Technology,Canon PC1060 Personal Laser Copier,Copiers and Fax,2059.19024,Central,18712.97,2013/11/30,Regular Air,24.49,Kansas,699.99
2010,8,Hays,2951,Jordan Womble,0.03,1,2010/8/15,91397,67601,Furniture,"Global Leather Task Chair, Black",Chairs & Chairmats,-230.9528,Central,1809.75,2010/8/18,Delivery Truck,42,Kansas,89.99
2010,8,Hays,2951,Jordan Womble,0.07,1,2010/8/15,91397,67601,Office Supplies,Belkin F9M820V08 8 Outlet Surge,Appliances,565.386,Central,819.4,2010/8/17,Express Air,4.62,Kansas,42.98
2013,1,Hays,2861,Dwight Robinson,0.03,1,2013/1/1,88287,67601,Technology,Zoom V.92 USB External Faxmodem,Computer Peripherals,253.0572,Central,627.95,2013/1/8,Regular Air,19.99,Kansas,49.99
2011,9,Hays,2951,Jordan Womble,0.03,1,2011/9/7,91399,67601,Office Supplies,Berol Giant Pencil Sharpener,Pens & Art Supplies,-70.54,Central,353.47,2011/9/14,Regular Air,8.99,Kansas,16.99
2013,11,Hays,2861,Dwight Robinson,0.06,1,2013/11/10,88293,67601,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Office Furnishings,186.0309,Central,269.61,2013/11/11,Regular Air,19.99,Kansas,51.75
2013,8,Hays,2951,Jordan Womble,0.03,1,2013/8/15,91402,67601,Technology,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,53.63128,Central,241.19,2013/8/17,Regular Air,4,Kansas,20.95
2010,8,Hays,2861,Dwight Robinson,0.05,1,2010/8/28,88280,67601,Technology,1726 Digital Answering Machine,Telephones and Communication,4.90176,Central,199.43,2010/8/29,Regular Air,4.81,Kansas,20.99
2013,12,Hays,2861,Dwight Robinson,0.06,1,2013/12/4,88295,67601,Office Supplies,Xerox 227,Paper,-62.34144,Central,114.01,2013/12/7,Regular Air,8.73,Kansas,6.48
2013,11,Hays,2861,Dwight Robinson,0.1,1,2013/11/10,88293,67601,Technology,StarTAC 7760,Telephones and Communication,45.3675,Central,65.75,2013/11/12,Express Air,3.99,Kansas,65.99
2013,3,Hays,2861,Dwight Robinson,0.03,1,2013/3/23,88290,67601,Technology,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Computer Peripherals,-72.43,Central,65.1,2013/3/23,Regular Air,3.52,Kansas,7.28
2012,11,Hays,2951,Jordan Womble,0.07,1,2012/11/15,91401,67601,Office Supplies,Staples? General Use 3-Ring Binders,Binders and Binder Accessories,4.1308,Central,60.11,2012/11/17,Regular Air,1.49,Kansas,1.88
